question,candidate answer,is correct, sent_stemmed_overlap,sent_text,sent_tags,sent_tokens,nbr_text,nbr_tags,nbr_tokens,topic1,topic2, answer_type
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript","Intensive short-term courses of 2 credits are also possible, though it is expected that the duration of such a course will be no less than 3 weeks.",0,2.0,0.7163088698776429,2.8853900817779268,2.8853900817779268,0.7163088698776429,2.8853900817779268,2.8853900817779268,0.0,3.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript",A btech student is allowed to register for online courses (OC) as regular courses (and not in the category of Independent Project (IP) or Independent Study (IS) or Undergraduate Research (UR) or btech Project (BTP)).,0,1.0,0.0,2.8853900817779268,2.8853900817779268,0.2611892565642242,2.8853900817779268,2.8853900817779268,2.0,3.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript",Students can take advantage of the increasing amount of such courses made available by reputed universities across the world to complement the courses offered in the institute.,0,2.0,0.2611892565642242,1.8204784532536746,1.8204784532536746,0.2611892565642242,1.8204784532536746,1.8204784532536746,2.0,3.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript","Such students may do courses or projects in IIIT-Delhi, and will be given transcripts for the academic work carried out at IIIT-Delhi.",0,3.0,1.7038842974531876,0.5223785131284484,1.9650735540174118,1.7038842974531876,0.5223785131284484,1.9650735540174118,0.0,0.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript","The course will have 1.5 hours of lectures per week for the whole semester, or 3 hours of lectures per week for half the semester.",0,3.0,0.2611892565642242,1.9650735540174118,1.9650735540174118,0.7163088698776429,1.9650735540174118,1.9650735540174118,0.0,3.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript","While taking courses in the Institute is the primary means for a student to earn credits, there may be other approved provisions for earning credit through projects, studying in other Institutions and transferring credits, etc Such provisions will be provided in these or other regulations.",0,3.0,0.0,2.8853900817779268,2.8853900817779268,0.0,2.8853900817779268,2.8853900817779268,0.0,3.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript",IIIT-Delhi has evolved a system for allowing students to take online courses.,0,2.0,0.0,1.8204784532536746,1.8204784532536746,0.2611892565642242,1.8204784532536746,1.8204784532536746,2.0,3.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript","In addition, a student can withdraw from at most one elective course up to the last date specified in the academic calendar, which will normally be after the mid-semester examination.",0,3.0,0.0,0.0,3.6067376022224082,0.0,0.0,3.6067376022224082,3.0,0.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript","A 1-credit course will have a total of about 10 hours of lecture over a period of, generally, not less than 2 weeks.",0,2.0,0.0,0.0,2.8853900817779268,0.2611892565642242,0.0,2.8853900817779268,0.0,3.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript","For at most one compulsory (core) course, after getting an F twice in the course, a student may be allowed to replace it by an elective course of the respective discipline with the prior approval from DOAA.",0,1.0,0.7163088698776429,1.8204784532536746,4.32808512266689,1.3376438044372547,1.8204784532536746,4.32808512266689,0.0,0.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript",The course is likely to be run as a short course on a very specialized topic.,0,1.0,0.2611892565642242,2.8853900817779268,2.8853900817779268,0.2611892565642242,2.8853900817779268,2.8853900817779268,0.0,3.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript",A 2-credit course may or may not have tutorials and labs.,0,1.0,0.0,0.0,2.8853900817779268,0.7163088698776429,0.0,2.8853900817779268,0.0,3.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript","For all courses including project-based courses, An I (Incomplete) grade must be converted to a regular grade within one month of the end of the current term (ie, the moderation date).",0,2.0,0.2611892565642242,5.7707801635558535,4.32808512266689,1.3376438044372547,5.7707801635558535,4.32808512266689,0.0,0.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript","Every semester the Institute offers some courses, taught by faculty appointed by it.",0,2.0,0.7163088698776429,1.9650735540174118,1.9650735540174118,0.7163088698776429,1.9650735540174118,1.9650735540174118,3.0,0.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript",A student can take upto 8 credits of Online Courses in A student btech degree.,0,1.0,0.0,1.8204784532536746,1.8204784532536746,0.0,1.8204784532536746,1.8204784532536746,2.0,3.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript","- The worst grades in courses totaling M credits will be ""removed"", where M= min{8, N}.",0,4.0,0.0,0.7213475204444817,3.6067376022224087,1.0764545478730305,0.7213475204444817,3.6067376022224087,0.0,0.0,0.0
"If I fail a course and take it again in the later semester, will my earlier course with F grade be removed from the transcript","Certain courses such as SelfGrowth (SG), Community Work (CW), may be taken for varying number of credits on case to case basis.",0,1.0,0.0,2.8853900817779268,2.8853900817779268,0.0,2.8853900817779268,2.8853900817779268,0.0,3.0,0.0
what is the process of registration?,"Registration process has two parts: academic and administrative, and both of two parts: academic and administrative must be completed in order to complete the registration process.",1,2.23606797749979,-0.47349366411929,1.5416636432848332,4.40279393775047,-0.698458652008328,1.5416636432848332,4.40279393775047,-0.5590169943749475,0.44721359549995787,0.0
what is the process of registration?,"doaa (DOAA)’s office receives, processes and maintains all records relating to the undergraduate programs including curricula, courses offered, academic calendar, registration, leave, examinations, grades and award of degrees and prizes; disseminates information and issues orders pertaining to all academic matters; processes requests from students regarding academic matters.",0,2.0,1.312668831008682,0.40242960438184466,1.312668831008682,1.312668831008682,0.40242960438184466,1.312668831008682,0.0,0.0,0.0
what is the process of registration?,A student’s registration for the semester may be cancelled as part of disciplinary action.,0,1.0,0.0,1.4426950408889634,1.4426950408889634,0.40242960438184466,1.4426950408889634,1.4426950408889634,2.0,2.0,0.0
what is the process of registration?,The registration of such a student must be approved by the DOAA who will advise the student.,0,1.0,0.40242960438184466,0.40242960438184466,0.40242960438184466,0.40242960438184466,0.40242960438184466,0.40242960438184466,2.0,2.0,0.0
what is the process of registration?,Leave beyond permissible limits may also result in cancellation of registration for a semester.,0,1.0,0.40242960438184466,0.40242960438184466,0.40242960438184466,0.40242960438184466,0.40242960438184466,0.40242960438184466,2.0,2.0,0.0
what is the process of registration?,There will not be any late registration in the summer term and a student shall not be allowed to add a course after registration.,0,1.0,0.40242960438184466,0.9102392266268373,0.9102392266268373,0.40242960438184466,0.9102392266268373,0.9102392266268373,1.0,2.0,0.0
what is the process of registration?,proper registration may be cancelled by the DOAA for a course if any irregularity is found at a later stage.,0,1.0,0.0,0.9102392266268373,0.9102392266268373,0.40242960438184466,0.9102392266268373,0.9102392266268373,2.0,2.0,0.0
what is the process of registration?,Pre- registration for a semester can be done toward the end of the previous semester.,0,1.0,0.0,1.4426950408889634,1.4426950408889634,0.40242960438184466,1.4426950408889634,1.4426950408889634,1.0,2.0,0.0
what is the process of registration?,"A student is solely responsible to ensure that all conditions for proper registration are satisfied, and there are no timetable clashes.",0,1.0,0.0,0.9102392266268373,0.9102392266268373,0.0,0.9102392266268373,0.9102392266268373,2.0,2.0,0.0
what is the process of registration?,A fee for late academic registration may be imposed.,0,1.0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,1.0,2.0,0.0
what is the process of registration?,Registration will generally be done just before the start of classes in a semester.,0,1.0,0.40242960438184466,0.40242960438184466,0.40242960438184466,0.40242960438184466,0.40242960438184466,0.40242960438184466,1.0,2.0,0.0
what is the process of registration?,The registration shall be done just before the start of the term.,0,1.0,0.40242960438184466,0.40242960438184466,0.40242960438184466,0.40242960438184466,0.40242960438184466,0.40242960438184466,1.0,2.0,0.0
what is the process of registration?,Academic registration includes specifying the courses that the student wishes to do in the semester and getting the necessary approvals.,0,1.0,0.0,0.9102392266268373,0.9102392266268373,0.0,0.9102392266268373,0.9102392266268373,1.0,2.0,0.0
what is the process of registration?,late registration fee may be waived if the delay is due to an academic activity undertaken with prior permission.,0,1.0,0.0,0.9102392266268373,0.9102392266268373,0.0,0.9102392266268373,0.9102392266268373,1.0,2.0,0.0
what is the process of registration?,Late registration is permitted as per academic calendar on the payment of late registration fee.,0,1.0,0.0,0.9102392266268373,0.9102392266268373,0.0,0.9102392266268373,0.9102392266268373,1.0,2.0,0.0
what is the process of registration?,Pre-registration is necessary part of the academic registration for non-first semester students.,0,1.0,0.0,0.9102392266268373,0.9102392266268373,0.0,0.9102392266268373,0.9102392266268373,1.0,2.0,0.0
what is the process of registration?,"In case a student fails to do pre-registration of courses, a penalty may be imposed if a student does not register a student or a student preference within the stipulated period.",0,1.0,0.0,0.9102392266268373,0.9102392266268373,0.0,0.9102392266268373,0.9102392266268373,1.0,2.0,0.0
what is the process of registration?,The number of seats and the process for application and admission are described in each year’s prospectus.,0,1.0,0.9102392266268373,0.0,0.9102392266268373,0.9102392266268373,0.0,0.9102392266268373,0.0,0.0,0.0
what is the process of registration?,A student has a backlog if A student or A student has not taken or has taken but failed in course(s) of previous semester(s).,0,0.0,0.0,0.0,0.0,0.40242960438184466,0.0,0.0,2.0,2.0,0.0
what is the process of registration?,"Generally, the student should register in a manner that the student or A student can clear as many backlog courses as are available.",0,0.0,0.0,0.0,0.0,0.40242960438184466,0.0,0.0,2.0,2.0,0.0
how many seats are there in cse for admission?,The admission of a student may be cancelled by the Senate even at a later date if the Senate is found that a student had supplied some false information or suppressed any relevant information while seeking admission.,0,0.14285714285714282,0.37225241305993,0.9082178674192305,1.026222576169035,0.12408413768664321,0.9082178674192305,1.026222576169035,1.357142857142857,0.0,0.0
how many seats are there in cse for admission?,The total number of seats will be as decided by the Board of Governors and will be announced every year in the admission prospectus.,1,2.0,0.0,2.352934267515801,2.0008056674402104,0.43429448190325176,2.352934267515801,2.0008056674402104,1.0,2.0,0.0
how many seats are there in cse for admission?,"These are usually supernumerary, and admission for such seats is handled separately.",0,2.0,0.43429448190325176,0.43429448190325176,1.876989522792215,0.43429448190325176,0.43429448190325176,1.876989522792215,0.0,2.0,0.0
how many seats are there in cse for admission?,No change in The total number of seats will be done after the merit list for admission has been announced.,0,2.0,0.43429448190325176,1.344533708530089,0.9924051084544989,0.43429448190325176,1.344533708530089,0.9924051084544989,1.0,2.0,0.0
how many seats are there in cse for admission?,"The admission of a candidate to the undergraduate program may be cancelled if any material information provided is found to be incorrect, a candidate to the undergraduate program or a candidate to the undergraduate program does not pay the fee by the given date, or does not report on the announced day for registration.",0,1.0,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.43429448190325176,2.0,2.0,0.0
how many seats are there in cse for admission?,"A candidate will be admitted if A candidate or A candidate presents all original documents for verification of the information provided in the admission form and he or she pays the required fee, and A candidate or A candidate completes the admission formalities.",0,1.0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,2.0,2.0,0.0
how many seats are there in cse for admission?,Those candidates unable to show the proof of fulfilling the eligibility criteria may be given a provisional admission subject to Those candidates unable to show the proof of fulfilling the eligibility criteria presenting such a proof by the following September 30th.,0,1.0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,2.0,2.0,0.0
how many seats are there in cse for admission?,The number of seats and the process for application and admission are described in each year’s prospectus.,1,2.0,0.43429448190325176,1.0556294164628637,0.9924051084544989,0.43429448190325176,1.0556294164628637,0.9924051084544989,0.0,2.0,0.0
how many seats are there in cse for admission?,"Details about the admission criteria and entrance test(s) whose scores are to be used, are announced through the admission prospectus each year.",0,1.0,0.0,1.4426950408889634,1.4426950408889634,0.43429448190325176,1.4426950408889634,1.4426950408889634,1.0,2.0,0.0
how many seats are there in cse for admission?,"Admission to the undergraduate program at IIIT-Delhi is based on criteria which use scores from entrance test(s), class XII, and other competitions.",0,1.0,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.43429448190325176,1.0,2.0,0.0
how many seats are there in cse for admission?,Candidates whose program had been terminated at any other university or institute on disciplinary grounds are not eligible for admission at IIIT-Delhi.,0,1.0,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.43429448190325176,1.0,2.0,0.0
how many seats are there in cse for admission?,The admission to non-degree status is decided on a case to case basis.,0,1.0,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.43429448190325176,0.0,2.0,0.0
how many seats are there in cse for admission?,The Institute reserves the right to extend the date of reporting and date of depositing fee if a case is found to be genuine.,0,0.0,0.0,0.0,0.0,0.43429448190325176,0.0,0.0,2.0,2.0,0.0
how many seats are there in cse for admission?,Some seats may be reserved for foreign students.,0,1.0,0.0,0.0,0.5581106265512472,0.43429448190325176,0.0,0.5581106265512472,0.0,2.0,0.0
how many seats are there in cse for admission?,"During counseling, based on the merit list, a candidate will be invited to join the institute.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
how many seats are there in cse for admission?,"Currently, 85% of the seats are reserved for Delhi Government candidates (ie those who have completed class XII from a school or college or institute located in Delhi Government), and 15% for outside Delhi Government candidates.",0,1.0,0.0,1.4426950408889634,0.5581106265512472,0.0,1.4426950408889634,0.5581106265512472,0.0,2.0,0.0
how many seats are there in cse for admission?,the Board of Governors may also decide to have a special supernumerary quota for foreign students.,0,0.0,0.0,0.0,0.0,0.43429448190325176,0.0,0.0,1.0,2.0,0.0
how many seats are there in cse for admission?,The minimum eligibility criteria for applying is that a candidate must have secured 80 percent or more marks in the aggregate and 80% or more in Mathematics in class XII from CBSE or ICSE or IB board or equivalent is eligible for applying to IIIT-Delhi.,0,0.0,0.0,2.0008056674402104,0.0,0.43429448190325176,2.0008056674402104,0.0,1.0,2.0,0.0
how many seats are there in cse for admission?,Additional requirements for minimum eligibility for specific programs are also as specified in the prospectus.,0,0.0,0.0,0.0,0.0,0.43429448190325176,0.0,0.0,1.0,2.0,0.0
how many seats are there in cse for admission?,"Relaxation is given for category students, as specified in the prospectus.",0,0.0,0.0,0.0,0.0,0.43429448190325176,0.0,0.0,1.0,2.0,0.0
what is the admission criteria for btech,"Details about the admission criteria and entrance test(s) whose scores are to be used, are announced through the admission prospectus each year.",1,1.8587566552180885,1.6990748705313987,0.9429864824560229,3.099169013303655,1.714434465922455,0.9429864824560229,3.099169013303655,1.3247594980132922,-0.4818998735750601,0.0
what is the admission criteria for btech,"Admission to the undergraduate program at IIIT-Delhi is based on criteria which use scores from entrance test(s), class XII, and other competitions.",1,2.0,0.30341307554227914,0.737707557445531,0.737707557445531,1.7461081164312424,0.737707557445531,0.737707557445531,1.945945945945946,1.0,0.0
what is the admission criteria for btech,Those candidates unable to show the proof of fulfilling the eligibility criteria may be given a provisional admission subject to Those candidates unable to show the proof of fulfilling the eligibility criteria presenting such a proof by the following September 30th.,0,2.0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,1.0,1.0,0.0
what is the admission criteria for btech,The minimum eligibility criteria for applying is that a candidate must have secured 80 percent or more marks in the aggregate and 80% or more in Mathematics in class XII from CBSE or ICSE or IB board or equivalent is eligible for applying to IIIT-Delhi.,0,1.0,0.0,0.0,0.0,1.7461081164312424,0.0,0.0,1.945945945945946,1.0,0.0
what is the admission criteria for btech,The admission of a student may be cancelled by the Senate even at a later date if the Senate is found that a student had supplied some false information or suppressed any relevant information while seeking admission.,0,1.0,0.0,1.4426950408889634,1.4426950408889634,0.30341307554227914,1.4426950408889634,1.4426950408889634,1.0,1.0,0.0
what is the admission criteria for btech,"For continuing in the undergraduate program, the student has to show satisfactory academic performance as may be defined by the Senate from time to time.",0,0.0,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,1.0,2.0,0.0
what is the admission criteria for btech,"The admission of a candidate to the undergraduate program may be cancelled if any material information provided is found to be incorrect, a candidate to the undergraduate program or a candidate to the undergraduate program does not pay the fee by the given date, or does not report on the announced day for registration.",0,1.0,0.30341307554227914,0.737707557445531,0.737707557445531,0.30341307554227914,0.737707557445531,0.737707557445531,1.0,1.0,0.0
what is the admission criteria for btech,"A candidate will be admitted if A candidate or A candidate presents all original documents for verification of the information provided in the admission form and he or she pays the required fee, and A candidate or A candidate completes the admission formalities.",0,1.0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,1.0,1.0,0.0
what is the admission criteria for btech,"Relaxation is given for category students, as specified in the prospectus.",0,0.0,0.0,0.0,0.0,1.4426950408889634,0.0,0.0,1.945945945945946,1.0,0.0
what is the admission criteria for btech,Candidates whose program had been terminated at any other university or institute on disciplinary grounds are not eligible for admission at IIIT-Delhi.,0,1.0,0.0,1.876989522792215,0.43429448190325176,0.0,1.876989522792215,0.43429448190325176,1.945945945945946,1.0,0.0
what is the admission criteria for btech,Any condition arising in the btech program and not covered in the regulations shall be referred to the UG committee which may refer it to the Senate.,0,0.0,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.0,2.0,0.0
what is the admission criteria for btech,"While the Senate is the main statutory body for all academic matters, the Undergraduate Committee (UGC), a standing committee of Senate, shall oversee matters related to the undergraduate programs.",0,0.0,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.0,2.0,0.0
what is the admission criteria for btech,"doaa (DOAA)’s office receives, processes and maintains all records relating to the undergraduate programs including curricula, courses offered, academic calendar, registration, leave, examinations, grades and award of degrees and prizes; disseminates information and issues orders pertaining to all academic matters; processes requests from students regarding academic matters.",0,0.0,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.0,2.0,0.0
what is the admission criteria for btech,Specific requirements for a particular btech program (example btech in cse) are specified in regulations for program (example btech.,0,0.0,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.0,2.0,0.0
what is the admission criteria for btech,This document gives the general regulations applicable to all btech programs.,0,0.0,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.0,2.0,0.0
what is the admission criteria for btech,The total number of seats will be as decided by the Board of Governors and will be announced every year in the admission prospectus.,0,1.0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,0.0,1.0,0.0
what is the admission criteria for btech,"If the academic performance falls short, a student may be asked to repeat the first year, placed under warning, or a student or a student program may be terminated.",0,0.0,0.0,0.6213349345596119,0.0,0.30341307554227914,0.6213349345596119,0.0,1.0,2.0,0.0
what is the admission criteria for btech,A student once selected for Dual Degree may opt out from migration before the add or drop date of A student once selected for Dual Degree or A student once selected for Dual Degree 7th semester in A btech program provided A student once selected for Dual Degree or A student once selected for Dual Degree has not availed the Placement Service.,0,0.0,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,0.30341307554227914,1.0,1.0,0.0
what is the admission criteria for btech,Eligibility criteria and regulations for program are given separately.,0,1.0,0.0,0.40242960438184466,0.0,0.30341307554227914,0.40242960438184466,0.0,1.0,1.0,0.0
what is the admission criteria for btech,Additional requirements for minimum eligibility for specific programs are also as specified in the prospectus.,0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,0.0,1.945945945945946,1.0,0.0
I am in 1st year. Can I take overload?,Second year students having a CGPA of more than 8.0 can take an overload of up to 2 additional credits over 20 credits.,0,2.2478059477960657,0.3920388705906508,0.44678677230151276,0.636144487031782,0.36590294588460737,0.44678677230151276,0.636144487031782,-0.2809757434745082,0.0,0.0
I am in 1st year. Can I take overload?,Third and fourth year students having a CGPA of more than 8.0 can take an overload of up to 2 additional credits over 22 credits.,0,4.0,0.5581106265512472,1.4426950408889634,2.0008056674402104,0.5581106265512472,1.4426950408889634,2.0008056674402104,0.0,0.0,0.0
I am in 1st year. Can I take overload?,First year students cannot take any overload.,1,4.0,0.5581106265512472,0.0,2.0008056674402104,0.5581106265512472,0.0,2.0008056674402104,0.0,0.0,0.0
I am in 1st year. Can I take overload?,A student repeating the first year may be allowed transfer of credits only for the non- technical courses that A student repeating the first year or A student repeating the first year had passed in A student repeating the first year or A student repeating the first year previous attempt.,0,1.0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,1.0,0.0,0.0
I am in 1st year. Can I take overload?,"If a student passes 3 or less technical courses in the entire first year and was on leave in either of the two semesters, a student will have to repeat the first year, ie, a student or she has to do first semester in the next academic year and will not be allowed to continue with the third semester.",0,1.0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,1.0,0.0,0.0
I am in 1st year. Can I take overload?,"If a student repeating the first year fails in more than 1 technical courses in either semester of the repeat year, a student repeating the first year or a student repeating the first year program will be terminated.",0,1.0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,1.0,0.0,0.0
I am in 1st year. Can I take overload?,"Out of to 6 credits of courses that are offered during the summer term (inclusive of SG or CW credits), for students who have completed the 2nd year of to 6 credits of courses that are offered during the summer term (inclusive of SG or CW credits) btech program, may be allowed to take up to 4 credits for IP or IS or UR or BTP.",0,2.0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,0.0,0.0,0.0
I am in 1st year. Can I take overload?,"Further, the underload of as low as 4 credits can be availed by ECE, CSAM and CSSS students in any semester of the 3rd and 4th year, while CSE, CSD and CSB students can do so only in the 8th Semester.",0,2.0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,0.0,0.0,0.0
