question,candidate answer,is correct,sent_text,sent_tags,sent_tokens,nbr_text,nbr_tags,nbr_tokens,topic1,topic2
I am in 2nd year. Can I take overload?,First year students cannot take any overload.,0,0.5138983423697507,0.0,1.9565933832587141,0.5138983423697507,0.0,1.9565933832587141,0.0,0.0,0.0
I am in 2nd year. Can I take overload?,Second year students having a CGPA of more than 8.0 can take an overload of up to 2 additional credits over 20 credits.,0,0.5138983423697507,1.4426950408889634,1.9565933832587141,0.5138983423697507,1.4426950408889634,1.9565933832587141,0.0,0.0,0.0
I am in 2nd year. Can I take overload?,"If a student passes 3 or less technical courses in the entire first year and was on leave in either of the two semesters, a student will have to repeat the first year, ie, a student or she has to do first semester in the next academic year and will not be allowed to continue with the third semester.",0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,1.0,0.0,0.0
what happens if I miss the endsem because of a medical reason?,"For medical reasons, only two medical applications including mid-semester and end-semester would be accepted for make-up examinations during the entire duration of the btech degree completion.",0,1.0228174548707742,-0.30127875929499975,0.8077317924098895,0.9038362778849994,-0.30127875929499975,0.8077317924098895,0.48488945742048006,0.0,0.0
what happens if I miss the endsem because of a medical reason?,"If a student, for valid reasons such as illness, etc, fails to appear in the end-semester examination in one or more course(s), a student or she may make a request to the instructor and the academic office for a make-up examination within two days of the date of the scheduled examination.",0,0.6213349345596119,0.6213349345596119,1.4426950408889634,1.531574161186449,0.6213349345596119,1.4426950408889634,1.0,1.0,0.0
what happens if I miss the endsem because of a medical reason?,"For courses other than project  or  independent study, incomplete grade I is meant primarily for medical reasons.",0,0.9102392266268373,0.0,1.8204784532536746,0.9102392266268373,0.0,1.8204784532536746,0.0,1.0,0.0
what happens if I miss the endsem because of a medical reason?,"Further, for the grant of medical leave, students are required to upload the medical certificate within five working days from the date of the scheduled examination.",0,0.0,0.0,1.4426950408889634,0.9102392266268373,0.0,1.4426950408889634,1.0,1.0,0.0
what happens if I miss the endsem because of a medical reason?,The Institute reserves the right to get the medical certificate verified from the Institute Doctor.,0,0.0,0.0,0.9102392266268373,0.9102392266268373,0.0,0.9102392266268373,1.0,1.0,0.0
what happens if I fail a course?,The limit one course in a semester for OC means that no more than 4 credits of OC can be taken in a semester.,0,-1.2247448713915892,-8.40835443780022,0.8546773567748077,0.0,-8.40835443780022,0.8546773567748077,3.2103221859234057,0.0,0.0
what happens if I fail a course?,A btech student is allowed to register for online courses (OC) as regular courses (and not in the category of Independent Project (IP) or Independent Study (IS) or Undergraduate Research (UR) or btech Project (BTP)).,0,0.0,1.4426950408889634,1.4426950408889634,0.25433477814404226,1.4426950408889634,1.4426950408889634,1.0,2.0,0.0
what happens if I fail a course?,Students can take advantage of the increasing amount of such courses made available by reputed universities across the world to complement the courses offered in the institute.,0,0.25433477814404226,0.9102392266268373,0.9102392266268373,0.25433477814404226,0.9102392266268373,0.9102392266268373,1.0,2.0,0.0
what happens if I fail a course?,"Intensive short-term courses of 2 credits are also possible, though it is expected that the duration of such a course will be no less than 3 weeks.",0,0.25433477814404226,1.4426950408889634,1.4426950408889634,0.25433477814404226,1.4426950408889634,1.4426950408889634,0.0,2.0,0.0
what happens if I fail a course?,The course is likely to be run as a short course on a very specialized topic.,0,0.25433477814404226,1.4426950408889634,1.4426950408889634,0.25433477814404226,1.4426950408889634,1.4426950408889634,0.0,2.0,0.0
what happens if I get an F grade in a course?,"Based on students’ performance in the refresher module, only students with F or D grade may be allowed at most half the letter grade improvement (ie improvement from F to D or D to C- -), although any student can attend.",0,1.6463815946851261,0.1888963213067107,-0.3229203941685744,1.4659237888544376,0.1888963213067107,-0.3229203941685744,0.3547643132951454,-2.1285858797708728,0.0
what happens if I get an F grade in a course?,The pass grade for the respective course will count towards the SGPA of the semester in which the course is passed and not in the semester where F’ grade was awarded.,0,0.8756697127036541,2.8853900817779268,2.8853900817779268,0.8756697127036541,2.8853900817779268,2.8853900817779268,0.0,0.0,0.0
what happens if I get an F grade in a course?,The limit one course in a semester for OC means that no more than 4 credits of OC can be taken in a semester.,0,0.0,0.0,1.4426950408889634,0.25433477814404226,0.0,1.4426950408889634,1.0,2.0,0.0
what happens if I get an F grade in a course?,A btech student is allowed to register for online courses (OC) as regular courses (and not in the category of Independent Project (IP) or Independent Study (IS) or Undergraduate Research (UR) or btech Project (BTP)).,0,0.0,1.4426950408889634,1.4426950408889634,0.25433477814404226,1.4426950408889634,1.4426950408889634,1.0,2.0,0.0
what happens if I get an F grade in a course?,Students can take advantage of the increasing amount of such courses made available by reputed universities across the world to complement the courses offered in the institute.,0,0.25433477814404226,0.9102392266268373,0.9102392266268373,0.25433477814404226,0.9102392266268373,0.9102392266268373,1.0,2.0,0.0
Can i take 8 credits of online courses in a semester,A student can take upto 8 credits of Online Courses in A student btech degree.,0,-0.8528702444203256,2.331259225492716,4.546305813258308,-0.11621263772712206,2.331259225492716,4.546305813258308,0.0,1.7272724592584803,0.0
Can i take 8 credits of online courses in a semester,"Intensive short-term courses of 2 credits are also possible, though it is expected that the duration of such a course will be no less than 3 weeks.",0,1.4426950408889634,4.32808512266689,2.8853900817779268,1.721750354164587,4.32808512266689,2.8853900817779268,2.0,3.0,0.0
Can i take 8 credits of online courses in a semester,The limit one course in a semester for OC means that no more than 4 credits of OC can be taken in a semester.,0,0.7599536602386114,1.721750354164587,2.202648701127575,1.4813011806830931,1.721750354164587,2.202648701127575,2.0,3.0,0.0
Can i take 8 credits of online courses in a semester,A btech student is allowed to register for online courses (OC) as regular courses (and not in the category of Independent Project (IP) or Independent Study (IS) or Undergraduate Research (UR) or btech Project (BTP)).,0,0.7213475204444817,1.4426950408889634,1.4426950408889634,1.4813011806830931,1.4426950408889634,1.4426950408889634,2.0,3.0,0.0
Can i take 8 credits of online courses in a semester,"For N extra credits done, the student will be allowed worst grades in N credits, with a maximum limit of at most 8 credits, to be not counted towards CGPA computation.",0,1.4426950408889634,2.8853900817779268,2.8853900817779268,1.4426950408889634,2.8853900817779268,2.8853900817779268,2.0,0.0,0.0
how many credits do i need to graduate,"Intensive short-term courses of 2 credits are also possible, though it is expected that the duration of such a course will be no less than 3 weeks.",0,0.0,2.0197730572445485,0.787642775483122,0.0,2.0197730572445485,0.787642775483122,0.0,0.0,0.0
how many credits do i need to graduate,"While taking courses in the Institute is the primary means for a student to earn credits, there may be other approved provisions for earning credit through projects, studying in other Institutions and transferring credits, etc Such provisions will be provided in these or other regulations.",0,0.0,4.32808512266689,1.4426950408889634,0.0,4.32808512266689,1.4426950408889634,3.0,3.0,0.0
how many credits do i need to graduate,"Certain courses such as SelfGrowth (SG), Community Work (CW), may be taken for varying number of credits on case to case basis.",0,0.0,2.8853900817779268,0.3898712452512801,0.0,2.8853900817779268,0.3898712452512801,3.0,3.0,0.0
how many credits do i need to graduate,"In addition, one hour of interaction per week is expected, which may be in form of structured tutorials.",0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
how many credits do i need to graduate,There may also be labs in The course.,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
how is my semester graded,"A semester is of about four months in duration with 13 weeks of teaching, a mid- semester recess, a mid-semester examination, and an end-semester examination.",0,0.5000000000000001,-6.254887502163469,0.0,0.0,-6.254887502163469,0.0,5.375278407684165,0.0,0.0
how is my semester graded,"Generally the last 10 days in mid-semester are reserved for the end-semester examination, presentations, demos, etc The summer term is about half the duration of the regular semesters, and the courses taught run at a faster pace to complete in duration of the summer term.",0,0.0,1.4426950408889634,1.4426950408889634,0.2790553132756236,1.4426950408889634,1.4426950408889634,1.0,0.0,0.0
how is my semester graded,"The academic calendar, published every year or semester, specifies the dates for major academic activities like registration, examinations, mid-semester recess, etc, will be prepared and published by DOAA, and tabled in the Senate.",0,0.2790553132756236,0.2790553132756236,1.4426950408889634,0.2790553132756236,0.2790553132756236,1.4426950408889634,0.0,0.0,0.0
how is my semester graded,"The course will have 1.5 hours of lectures per week for the whole semester, or 3 hours of lectures per week for half the semester.",0,0.2790553132756236,1.4426950408889634,1.4426950408889634,0.2790553132756236,1.4426950408889634,1.4426950408889634,0.0,0.0,0.0
how is my semester graded,Pre- registration for a semester can be done toward the end of the previous semester.,0,0.2790553132756236,1.4426950408889634,1.4426950408889634,0.2790553132756236,1.4426950408889634,1.4426950408889634,0.0,0.0,0.0
what if I do more than 156 credits in my btech course,"Registration after completion of 156 credits, required for graduation, will be allowed in only one extra semester.",0,-0.1703847461569745,-1.3011350102287151,-0.27659639339407266,0.28103283770462206,-1.3011350102287151,-0.27659639339407266,-4.091446465847535,3.7194967871341222,0.0
what if I do more than 156 credits in my btech course,"btech students are allowed to do extra credits"" beyond 156 credits required for completion of btech requirement.",0,1.2136523021691166,2.1238915287959537,2.2547729351569266,1.2136523021691166,2.1238915287959537,2.2547729351569266,3.0,0.0,0.0
what if I do more than 156 credits in my btech course,"For example, if a student has done 120 credits including OC of 4 credits, CGPA will be computed from best grades corresponding to 112 credits.",0,1.4426950408889634,2.8853900817779268,1.4426950408889634,1.4426950408889634,2.8853900817779268,1.4426950408889634,3.0,0.0,0.0
what if I do more than 156 credits in my btech course,"For example, if a student has done 164 credits (excluding SG or CW credits) including OC of 4 credits, CGPA will be computed from best grades corresponding to 152 credits.",0,1.4426950408889634,2.8853900817779268,1.4426950408889634,1.4426950408889634,2.8853900817779268,1.4426950408889634,3.0,0.0,0.0
what if I do more than 156 credits in my btech course,"Intensive short-term courses of 2 credits are also possible, though it is expected that the duration of such a course will be no less than 3 weeks.",0,0.0,2.8853900817779268,2.8853900817779268,0.0,2.8853900817779268,2.8853900817779268,2.0,2.0,0.0
How is sgpa calculated,"The SGPA (u1.w1 + u2.w2 +  + un.wn)  or  (u1 + u2 +  + un) where ui is the number of credits for the course i and wi is the points earned through the letter grade in that course, and n is the number of courses taken in the semester.",0,-1.9999999999999998,-1.7996109312968942,4.643856189774725,0.0,-1.7996109312968942,4.643856189774725,0.0,0.0,0.0
How is sgpa calculated,"Each letter grade carries certain points as given in the table, and these points are used in the computation of the SGPA or CGPA as explained later.",0,0.43429448190325176,0.8685889638065035,0.43429448190325176,0.43429448190325176,0.8685889638065035,0.43429448190325176,0.0,0.0,0.0
How is sgpa calculated,The pass grade for the respective course will count towards the SGPA of the semester in which the course is passed and not in the semester where F’ grade was awarded.,0,0.43429448190325176,1.4426950408889634,0.43429448190325176,0.43429448190325176,1.4426950408889634,0.43429448190325176,0.0,0.0,0.0
How is sgpa calculated,"F’ grade shall not be counted in the calculation of the CGPA, although F’ grade is counted in the calculation of SGPA.",0,0.43429448190325176,0.8685889638065035,0.43429448190325176,0.43429448190325176,0.8685889638065035,0.43429448190325176,0.0,0.0,0.0
How is sgpa calculated,"F’ grade shall not be counted in the calculation of CGPA, however, F’ grade is counted in the calculation of SGPA.",0,0.43429448190325176,0.8685889638065035,0.43429448190325176,0.43429448190325176,0.8685889638065035,0.43429448190325176,0.0,0.0,0.0
formula for sgpa,The SGPA is given for each semester and is computed using the following formula.,0,0.5,-0.3763023264803778,5.482892142331043,0.0,-0.3763023264803778,5.482892142331043,0.0,0.0,0.0
formula for sgpa,"The SGPA (u1.w1 + u2.w2 +  + un.wn)  or  (u1 + u2 +  + un) where ui is the number of credits for the course i and wi is the points earned through the letter grade in that course, and n is the number of courses taken in the semester.",0,0.0,0.6213349345596119,1.4426950408889634,0.43429448190325176,0.6213349345596119,1.4426950408889634,0.0,0.0,0.0
formula for sgpa,"Each letter grade carries certain points as given in the table, and these points are used in the computation of the SGPA or CGPA as explained later.",0,0.43429448190325176,0.8685889638065035,0.43429448190325176,0.43429448190325176,0.8685889638065035,0.43429448190325176,0.0,0.0,0.0
formula for sgpa,The pass grade for the respective course will count towards the SGPA of the semester in which the course is passed and not in the semester where F’ grade was awarded.,0,0.43429448190325176,1.4426950408889634,0.43429448190325176,0.43429448190325176,1.4426950408889634,0.43429448190325176,0.0,0.0,0.0
formula for sgpa,"F’ grade shall not be counted in the calculation of the CGPA, although F’ grade is counted in the calculation of SGPA.",0,0.43429448190325176,0.8685889638065035,0.43429448190325176,0.43429448190325176,0.8685889638065035,0.43429448190325176,0.0,0.0,0.0
what is the i grade,"All unconverted I grades are automatically converted to F grade after the grade conversion deadline, which is one month after the moderation date.",0,1.8257418583505536,0.6769796633297956,0.6769796633297956,0.3651483716701108,0.6769796633297956,0.6769796633297956,-0.7593046929275769,0.0,0.0
what is the i grade,"Any such request for change of grade must, however, be made within four weeks of the start of the next semester with all relevant records and justification.",0,0.48089834696298783,0.48089834696298783,0.48089834696298783,0.48089834696298783,0.48089834696298783,0.48089834696298783,2.0,0.0,0.0
what is the i grade,The F and X grades are fail grades and the student shall be required to repeat the course.,0,0.48089834696298783,0.6213349345596119,0.6213349345596119,1.4426950408889634,0.6213349345596119,0.6213349345596119,0.0,0.0,0.0
what is the i grade,"For courses other than project  or  independent study, incomplete grade I is meant primarily for medical reasons.",0,0.0,1.4426950408889634,1.4426950408889634,1.4426950408889634,1.4426950408889634,1.4426950408889634,0.0,0.0,0.0
what is the i grade,"For all courses including project-based courses, An I (Incomplete) grade must be converted to a regular grade within one month of the end of the current term (ie, the moderation date).",0,0.0,1.4426950408889634,1.4426950408889634,1.4426950408889634,1.4426950408889634,1.4426950408889634,0.0,0.0,0.0
can I replace a core course on getting an F grade?,"For at most one compulsory (core) course, after getting an F twice in the course, a student may be allowed to replace it by an elective course of the respective discipline with the prior approval from DOAA.",0,-0.5000000000000001,0.2618595071429148,5.500000000000002,-0.5000000000000001,0.2618595071429148,5.500000000000002,-1.386294361119891,-0.6931471805599455,0.0
can I replace a core course on getting an F grade?,"During the summer term, a student may be permitted to drop one course by the late drop date.",0,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.0,0.0,0.0
can I replace a core course on getting an F grade?,"For some important core courses, refresher modules may be offered during vacations for students’ benefit.",0,0.0,1.4426950408889634,2.8853900817779268,0.0,1.4426950408889634,2.8853900817779268,1.0,0.0,0.0
can I replace a core course on getting an F grade?,The limit one course in a semester for OC means that no more than 4 credits of OC can be taken in a semester.,0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,1.0,1.0,0.0
can I replace a core course on getting an F grade?,A btech student is allowed to register for online courses (OC) as regular courses (and not in the category of Independent Project (IP) or Independent Study (IS) or Undergraduate Research (UR) or btech Project (BTP)).,0,0.0,1.4426950408889634,1.4426950408889634,0.0,1.4426950408889634,1.4426950408889634,1.0,1.0,0.0
how can I get the grade given to me in a course changed?,"All unconverted I grades are automatically converted to F grade after the grade conversion deadline, which is one month after the moderation date.",0,1.954853952461932,0.19780529728585525,-0.33815038919930096,1.607867059455468,0.19780529728585525,-0.33815038919930096,-1.1144885189767677,-2.2289770379535354,0.0
how can I get the grade given to me in a course changed?,"For all courses including project-based courses, An I (Incomplete) grade must be converted to a regular grade within one month of the end of the current term (ie, the moderation date).",0,0.25433477814404226,2.8853900817779268,2.8853900817779268,1.6970298190330055,2.8853900817779268,2.8853900817779268,0.0,0.0,0.0
how can I get the grade given to me in a course changed?,The limit one course in a semester for OC means that no more than 4 credits of OC can be taken in a semester.,0,0.0,0.0,1.4426950408889634,0.25433477814404226,0.0,1.4426950408889634,1.0,2.0,0.0
how can I get the grade given to me in a course changed?,A btech student is allowed to register for online courses (OC) as regular courses (and not in the category of Independent Project (IP) or Independent Study (IS) or Undergraduate Research (UR) or btech Project (BTP)).,0,0.0,1.4426950408889634,1.4426950408889634,0.25433477814404226,1.4426950408889634,1.4426950408889634,1.0,2.0,0.0
how can I get the grade given to me in a course changed?,Students can take advantage of the increasing amount of such courses made available by reputed universities across the world to complement the courses offered in the institute.,0,0.25433477814404226,0.9102392266268373,0.9102392266268373,0.25433477814404226,0.9102392266268373,0.9102392266268373,1.0,2.0,0.0
how will my cgpa be computed if I do more than 156 credits?,"For example, if a student has done 120 credits including OC of 4 credits, CGPA will be computed from best grades corresponding to 112 credits.",0,1.069283750648519,0.8686790977070287,-0.734744904635022,0.9581052177311723,0.8686790977070287,-0.734744904635022,0.8802195665741854,-0.8802195665741853,0.0
how will my cgpa be computed if I do more than 156 credits?,"For example, if a student has done 164 credits (excluding SG or CW credits) including OC of 4 credits, CGPA will be computed from best grades corresponding to 152 credits.",0,1.8216182225789146,3.643236445157829,1.8216182225789146,1.8216182225789146,3.643236445157829,1.8216182225789146,3.0,0.0,0.0
how will my cgpa be computed if I do more than 156 credits?,"Registration after completion of 156 credits, required for graduation, will be allowed in only one extra semester.",0,0.9102392266268373,1.8204784532536746,1.8204784532536746,0.9102392266268373,1.8204784532536746,1.8204784532536746,0.0,3.0,0.0
how will my cgpa be computed if I do more than 156 credits?,"If a student has done N credits more than 116, then for CGPA computation the following will be done:.",0,0.0,4.32808512266689,4.32808512266689,0.3789231816899512,4.32808512266689,4.32808512266689,3.0,0.0,0.0
how will my cgpa be computed if I do more than 156 credits?,"btech students are allowed to do extra credits"" beyond 156 credits required for completion of btech requirement.",0,0.9102392266268373,1.8204784532536746,1.8204784532536746,0.9102392266268373,1.8204784532536746,1.8204784532536746,3.0,0.0,0.0
is there any rule for attendance?,Rules for program transfer are:.,0,1.2247448713915892,0.0,-0.7164298227146354,1.2247448713915892,0.0,-0.7164298227146354,-1.3455197661940435,0.0,0.0
is there any rule for attendance?,Repeaters who are repeating first year are also allowed branch transfer under the above-mentioned rules.,0,0.9102392266268373,0.0,0.9102392266268373,0.9102392266268373,0.0,0.9102392266268373,0.0,0.0,0.0
is there any rule for attendance?,Regular rules for backlog will apply for any courses he or she may have failed.,0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,1.0,0.0,0.0
is there any rule for attendance?,"However, in both the cases, a student has to follow rule 2 mentioned above.",0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,1.0,0.0,0.0
is there any rule for attendance?,"Penalty for students’ whose attendance falls below a threshold will be as decided by Senate from time to time, and communicated to students.",0,0.0,0.0,1.4426950408889634,0.0,0.0,1.4426950408889634,1.0,0.0,0.0
how can I apply for a semester leave?,Any circumstance leading to more than four semester leave or drop may result in the automatic termination of the entire program.,0,-1.224744871391589,-2.2800513932241935,3.40472950640269,0.408248290463863,-2.2800513932241935,3.40472950640269,0.0,0.0,0.0
how can I apply for a semester leave?,"Students wanting to avail internship (industrial, academic, research, etc) without taking semester leave can do so with prior approval of the DOAA in only one semester of Students wanting to avail internship (industrial, academic, research, etc) without taking semester leave degree program.",0,0.0,1.4426950408889634,2.8853900817779268,0.0,1.4426950408889634,2.8853900817779268,0.0,0.0,0.0
how can I apply for a semester leave?,The maximum duration within which the requirements must be completed is six years (12 semesters) (including the semester in which student took semester leave or the repeated semester or year).,0,0.5581106265512472,0.5581106265512472,1.4426950408889634,0.5581106265512472,0.5581106265512472,1.4426950408889634,0.0,0.0,0.0
how can I apply for a semester leave?,Has completed a minimum of eight semesters in the program (excluding the semesters in which the student took semester leave or the semester or year he or she repeated).,0,0.5581106265512472,0.5581106265512472,1.4426950408889634,0.5581106265512472,0.5581106265512472,1.4426950408889634,0.0,0.0,0.0
how can I apply for a semester leave?,"If a student passes 3 or less technical courses in the entire first year provided a student or a student did not take semester leave in any of the two semester, a student or a student program will be terminated.",0,0.5581106265512472,0.5581106265512472,1.1162212531024944,0.5581106265512472,0.5581106265512472,1.1162212531024944,0.0,0.0,0.0
